code,description
264,LEFT LOWER LIMB PAIN WITH PARESTHESIA
265,limping gait
266,NECK PAIN RADIATING TO LEFT SHOULDER
267,NECK PAIN RADIATING TO RIGHT SHOULDER
268,NO MAJOR ISSUES
269,NO NEUROGENIC SYMPTOMS
270,NO ORTHOPEDIC COMPLAINTS
271,On Breast feeding
272,osteoporosis
273,PAIN +
274,Pain Both Lower Limbs
275,Pain in Both Hips
276,PAIN INCREASED IN BENDING FORWARD
277,PAIN INCREASED IN SITTING & STANDING POSITION.
278,PAIN INCREASED IN SITTING POSITION
279,PAIN INCREASED WHILE WALKING/ GETTING UP
280,PAIN INCREASES WHEN CHANGE IN POSTURE & STANDING
281,PAIN INCREASES WITH CHANGING POSTURE
282,PAIN MORE SO AT NIGHT
283,PATIENT IS ASSYMPTOMATIC
284,POLYARTICULAR JOINT PAIN
285,Post op review
286,Recurrent shoulder dislocation
287,REST PAIN
288,restricted neck movements
289,Retro-calcaneal pain
290,slipped and fell
291,Status Quo
292,SWELLING / PAIN AROUND STERNO-CLAVICULAR JUNCTION
293,Tennis Elbow
294,Thumb pain
295,TIBIA FIBULA FRACTURE
296,TINGLING /NUMNESS OF LOWER LIMB
297,TINGLING IN B/L HANDS
298,TINGLING NUMBNESS IN BOTH UPPER LIMBS
299,Tremor in Both Hand
300,Twisting Injury
301,Unable to walk
302,Follow up
303,Behavioural changes
304,Blurring of vision
305,Dementia
306,Diplopia
307,"Drowsiness, Disorientation, Delirium"
308,Dysarthria
309,Dysphagia
310,Facial assymetry and weakness
311,FAILED BACK SYNDROME
313,Forgetfulness and Memory Changes
314,Frontotemporal Headache
315,GENERALISED SLOWNESS
316,HEADACHE - TENSION TYPE
317,HEADINJURY - FOLLOW UP
318,Hearing loss
319,Hemicranial Headache
320,Hoarseness of Voice
321,"Imbalance, swaying, dysequilibrium"
322,Loss of consciousness
323,Low back pain
324,Muscle spasm
325,MUSCULOSKELETAL TENSION TYPE HEADACHES
327,Neck and Suboccipital Pain
328,Neuralgic pain
329,Neurogenic Claudication lower limbs
330,Paraspinal and shoulder pain
331,Paroxysmal Lancinating facial pain
332,Proptosis
333,Seizure
334,Slowing of gait
335,"Stiffness, Tightness, Spasticity"
336,STROKE - FOLLOW UP
337,Suboccipital headache
338,"Tingling, Numbness, Paresthesia"
339,Tinnitus
340,Tremor
341,Trigeminal Neuralgia
342,Urinary Hesitancy
343,Urinary Incontinence
345,Vision loss/ impairement
346,-sleep apnoea on and off
347,appetite good
348,"Appetite reduced ,  no vision disturbance , no vomiting , nausea  CBC - NAD  LFT - NAD"
349,"AR, BA- uncontrolled RS extensive rhonchi, URT congested"
350,"b/l diffuse chest pain off and on since 2-3 yrs, dyspnea exertional Grd I-II, RS clear"
352,"Better, PFT- FVC=2.01- 76%, FEV1-1.94, RS clear"
353,blood clots in cough since 7 days
354,"BREAST LUMP- MOBILE, INCREASING IN SIZE. SCHEDULED FOR SURGERY."
355,CBC -NORMAL SGOT-17 SGPT-6 S.BIL-1.56
356,"CKD since 2017 , HD since 4 months  fever high grade since 6 months  2 spikes in a day  no cough  COVID negat10/4/20"
357,cold Coryza cough
358,"Completed 7 months AKT , on HRE ,  CBC, LFT - NORMAL  ESR 13"
359,cough incresed since 15 days
360,"Cough, occ vomiting, weakness"
361,Difficulty walking.
362,"Doing well, no fresh complaints"
363,Eczema atopic
364,"edema feet , mild cough , flatulence"
365,episodic breathlessness since few years
366,"f/u case of cough #, now cough reduced a/w occ chest pain, RS clear."
367,Fever-7 days ago
368,Gastritis symptoms
369,"h/o generalised loss of interest in daily activities, dressing,job, food."
370,"HTN, Hypothyroidism, ?RA ? Sjogrens- on HCQs, Minipress, ecosprin Zempred"
371,increased salivary secretions persists
372,"k/c/ MCTD diagnosed in feb 2019- SM+, SSA= SSb+, RNP+; severe pulmonary artery hypertension."
373,marginal weight loss and loss of appetite
374,mild cough with scanty expectoration whitish
375,"Mild nausea after taking tablets ,otherwise well through the day   No other comlaints"
376,"Mild nausea, no vomiting"
377,mostly after taking inhalers
378,Neck pain bilateral and heaviness
379,no difficulty breathing
380,"No fever, chest pain."
381,No Respiratory complaints
382,no vomiti
383,"on HRE , since 19/2/20  no h/s/o ADR"
384,oozing from left cervical LN on and off persists
385,oxygen requirement reduced mobility improved
386,"Patient better, no fresh complaints."
387,PFT done in feb 2019- mild restriction+ airtrapping)
388,"PNB- COPD, 2014- h/o MOTT- ABscessus- took Line, Clari, Amik- for 18 months in OD doses.-completed in 2016"
389,"poor appetite , bitter taste in mouth, no fever , abdominal pain"
390,Presently
391,"previous h/o depression, taken medicines for the same."
392,Recurrent cold coryza cough since 8 months
393,Recurrent mouth apthae
394,"recurrent uvieitis ?koch, RA, ACE NEg, MT neg. no RS complaints, no p/h/o TB TB contact, NON DM."
395,Rhinitis
396,scanty expectoration
397,"Shortness of breath in the morning since 2 days, not subsiding with nebulisers. cough throat congestion"
398,snoring- excessive
399,sputum culture 17/3/20 - No growth
400,swelling bilateral lower limb since
401,swelling over face since
402,generalised weakness
403,weight loss since
404,? breast lump
405,? Rt FOOT CALLUS
406,boil over left gluteal region
407, Blood In Stool
411,Acute Abdomen
412,ACUTE BILIARY COLIC
413,Acute Coronary Syndrome ACS
414,Acute Febrile Illness AFI
415,ACUTE GASTROENTERITIS
416,Acute Gastroenteritis AGE
417,Acute Renal Failure ARF
418,Acute Respiratory Distress Syndrome ARDS
419,AF (CHRONIC)
420,Restlessness
421,AKI
422,Alcoholic liver disease
423,allergic rhinitis
424,ALLERGIC BRONCHITIS
425,Rash since      s
426,Altered level Of Consciousness
427,Anaemia
428,Anasarca
429,Anemia for followup
430,Aneurysm
431,Ankle oedema
432,Ankylosing spondylosis
433,Aphasia
435,Antepartum Haemorrhage
436,Anxiety
437,APD
438,Aphthous Ulcers
439,APML
440,Apraxia
441,Apthous ulcer
442,Arthralgia
443,AS
444,ASD CLOSURE PLANNED
445,ASD WITH PULMONARY HTN
446,Aspiration Pneumonitis
447,ASTHMA
449,Asymtomatic
450,Ataxia
451,axillary pain
452,B/L legs swelling +
453,B/L upper and lower limb parathesia
454,B12 DEFICIENCY
455,Back Pain
456,Balanitis
457,Bell’s Facial Palsy
458,Benign Positional Paroxysmal Vertigo BPPV
459,Benign Prostatic Hypertrophy BPH
460,bilateral lower limb swelling
461,Bilateral TKR
462,black discolouration of rt great toe
463,Bleeding
464,Bleeding gums
465,Blister
466,Bloating 
467,Blurred Vision
468,Bodyache
469,boil over gluteal region
470,Bradycardia
471,Bradypnea 
472,breastfeeding
474,Bronchial Asthma BA
475,Bronchitis
476,Bruise
477,burning in the eyes
479,burning sensation
480,burning sensation of skin
481,BURNING SENSATION PALMS AND SOLES
482,Burping 
483,C/O POLYARTHRITIS  EARLY MORNING STIFFNESS
484,c/o Post-Liver Transplant
485,Cerebral palsy
486,Cerebro Vascular Accident CVA
487,Cervical spondylosis
488,Charcot's foot- right
489,chest
490,chest heaviness
492,chest pain decreased
493,chest pain while walking
494,Chills
495,Chills & Shivering
496,CHOKING SENSATION IN THROAT
497,cholelithiasis
498,Chorea
499,CHRONIC AF
500,Chronic anemia
501,Chronic cough
502,Chronic Obstructive Pulmonary Disease COPD
503,Chronic Renal Failure CRF
504,CKD
505,Claudication
506,Claustrophobia
507,CLD
508,clinically better
509,Clubbing
510,COLD
511,COLD FEET
512,Colitis
513,complete heart block
515,Constipation 
516,Convulsion
517,Corn
518,Coronary Artery Disease CAD
519,Cough
520,COUGH WITH SECRETIONS
521,Cramp 
523,cyst over head
524,Cystitis
525,Dalrymple'S Sign 
526,Deep Vein Thrombosis DVT
527,Deformity
528,Dengue fever
529,dengue fever--10 days back
530,Depression
531,Detected raised cholestrol
532,Diabetes DM
533,DIABETES MELLITUS TYPE II
534,DIABETIC FOOT
535,Diagnosed case of ankspondylitis with bilateral sacroilitis and left hip arthritis
536,Diaphoresis
538,DISCHARGE FROM UMBILICAL
539,Disseminated kochs
540,diverticulosis
541,Dizziness
542,dm for cataract surgery
543,DM with HT
544,DOE CLASS 111
545,Dog bite
546,Double Vision
547,Drug Overdose
549,Dry Mouth
550,Dryness of Eyes
551,DRYNESS OF HANDS AND FEET
552,Dryness of mouth
553,Dysarthria 
554,Dysdiadochokinesia
555,Dysgraphia 
556,Dyslexia Or Reading Disorder
557,Dyslipidemia
558,Dyspareunia
559,Dysphagia 
560,Dyspnea
562,Dystonia 
563,Dysuria
564,ear pain left
565,EARLY MORNING HYPOGLYCEMIA EPISODES
566,Eating difficulty
567,Edema 
568,EMBOLECTOMY
569,EMPHYSEMATOUS PYELONEPHRITIS PAST
570,Enteric fever
571,Episodes of Hypoglycemia
572,Erythematous rash
573,Euphoria 
575,Exophthalmos 
576,Extensive DVT
577,External hordeleum
578,EXTRAPULMONARY KOCHS
579,EYE ITCHING
580,facial swelling over face at night
581,Fainting Or Syncope
582,Fall post dizziness
584,Fatty Liver
585,Fecal Incontinence
586,Feels good
587,feet
588,Feet pain
7558,Left Calf pain
590,FEVER HEADACHE
591,fever of unknown origin
592,FEVERISH
593,Fissure in ano
594,Fistula in ano
595,Fitness for surgery
596,Flatulence 
597,Fluctuating glucose
598,FLUCTUATING OF BP
599,Foliculitis
600,follow up after :
601,Follow up after 15 days post Angioplasty
602,Foot Drop
603,Foot ulcer
604,for cataract fitness. no comorbodities
605,For Cataract operation
606,FOR CATARACT SURGERY
607,For Dental procedure
608,for fitness and vaccination
609,for follow up dengue
610,for laparoscopic surgery
611,For Ophthalmology procedure
612,FOR P FITNESS
613,FOR RAMADAN
614,FOR VACCINATION
615,FOR YELLOW FEVER VACCINATION
616,fungal infection in B/L legs
617,FUNGAL INFECTION IN NAIL
618,FUNGAL INFECTION IN TOE NAIL
619,fungal infection on buttocks
620,FUNGAL INFECTION ON UROGENITAL AREA
621,Gall Bladder Calculi
622,Gaseous fullness
623,GASES
624,generalised itching
625,Generalized Tonic Clonic Convulsion GTC
627,Guillian Barre Syndrome GBS
628,h/o crohns disease
629,h/o fall
630,H/O FALL  RT  LEG  INJURY
631,h/o fall on head
632,H/O FOOD POISONING 1WEEK AGO
633,H/O fracture right elbow - restricted movement
634,H/O PAINKILLER
635,H/Oswine flu  recently
636,Haematochezia
637,Haemorrhoids
638,Hair Loss
639,HAIRFALL
640,Hallucination 
641,Hand Pain
642,"HANDS, LEGS, SHOULDERS, BACK PAIN"
643,hard stools
644,HCV
645,HCV related cirrhosis
646,HEAD INJURY  trauma
647,Headache
648,headache ? migrain
650,heaviness in chest
651,HEAVINESS IN EYE.
652,Heaviness of both hands
654,Heavy bleeding and weakness TSH 9 hb 12.7
655,Heel pain
656,Hematemesis 
657,Hemoptysis  Or Haemoptysis
658,Hepatitis
659,Herpes zoster
660,hiccups
661,High Blood Pressure BP
662,High Cholesterol
663,High Sugars
664,Hirsutism 
665,history of blunt trauma right scalp
666,Hives 
667,Homicidal Ideation
668,hot flushes
669,Hydronephrotic kidney
670,HYPERACIDITY
671,Hypercalcemia
672,Hyperglycemia
673,hyperpigmentation
674,Hypersensitivity pneumonitis
676,Hypertension HT
677,Hyperthermia 
679,hypertriglyceridemia
680,hyperuricemia
681,Hyperventilation 
682,Hypocalcemia
683,Hypokinesia 
684,HYPONATREMIA
685,Hypoproteinemia
686,Hypothermia 
688,Hypoventilation 
689,ibs
690,Imbalance
691,Inbalance while walking
692,incidentally detected leucocytosis
693,Increase in Creatinine levels
694,increase in frequency of bowel movements
695,INCREASED HUNGER
696,Increased hunger in evening
697,Increased Motion frequency
698,Increased sleep
699,Increased thrist
700,INCREASED URIC ACID
701,Indigestion
702,Indigestion Or Dyspepsia
703,Infected THR
704,Infection
705,infection at back
706,Infertility 
707,Inflammatory swelling Left forehand
708,Ingrowing toe nail
710,INSULIN NEEDLES REUSED
711,INSULIN NOT TAKEN SINCE 3 DAYS
712,Interstitial Lung Disease ILD
713,Intolerance to medication
714,INVASIVE ASPERGILLOSIS
715,Irregular medications
716,irritating cough
717,Irritation in Throat
718,Ischaemic Heart Disease IHD
780,Lumbar canal stenosis
719,Ischemic cardiomyopathy 35
720,Itch 
721,Itching
722,Itching all over legs
723,itching in the eyes
724,itching over hands and legs
725,itiching on neck
727,JDF
728,Joint pain
729,Just underwent a dental procedure
730,k/c/o ulcerative colitis since 2011
731,K/C/O- ? MDR LN +PERICARDIAL TB) on akt since 2-8-
732,keloid in d chest
733,Knee joint pain
734,Labour Pain
735,left arm heaviness
736,Left Bundle Branch Block LBBB
737,left cheek pain
738,left elbow painless discrete swelling noticed 2 weeks back
739,left eye external hordeolum
740,left heel injury
741,Left Hemiparesis
742,Left Hemiplegia
743,left knee injury
744,Left knee joint pain
745,Left knee pain omn movement
746,left leg knee pain
747,Left leg pain
748,left leg swelling and pain
749,left loin pain radiating to lumbar region
750,left lower abdominal pain sometines on lifting heavy weight
751,left lower chest pain
752,left side head pain
753,left side lower neck pain
754,LEFT SIDE WEAKNESS.
755,left sided lower chest pain with swelling
756,LEFT SIDED NECK PAIN
757,LEFT SIDED UL LL LIMB PAIN AND HEAVINESS
758,left upper abdominal pain
759,Leg pain
760,LEGS
761,Lethargy
762,Lhermitte'S Phenomenon
763,"Linmited mobility, debility"
764,Lipohypertrophy
765,lips dryness
766,Liver cirrhosis
767,LOOSE MOTIONS
768,Loss of sleep
769,Low Back Ache LBA
770,lower abdo pain
771,lower abdominal pain
772,lower abdominal pain left side
773,Lower Back Pain
774,Lower Limb Pain
775,Lower Respiratory Infection LRI
776,LRTI
777,Lt foot redness
778,lt great toe nail pain
779,Lt Renal Cortical Cyst detected on 12/11/19
781,Lumbar spondylosis
782,LUPUS
783,Malaise
784,Malaria
785,Mania 
786,Mayalgia
787,MDR pulmonary kochs on treatment since 2016
788,MDS
789,MEDICAL FITNESS CERTIFICATE
791,METASTATIC RCC
792,Migraine
793,mild cold coryza fever few days back
794,"MILD COLD CORYZA SINCE YESTERDAY, MILD FEVERISH FE"
795,mild cough
796,mild cough on and off with scanty expectoratopn
797,MILD DRY COUGH ON OND OFF
798,MILD DYSPNOEA
799,mild eruptios over face with occasional itching
800,mild ozzing from LN wound
801,Miscarriage
802,Months Amennorhea :
803,MORNING STIFFNESS
804,MORNING STIFFNESS POLYARTHRALGIA
805,MORNING STIFFNESS POLYARTHRALGIA MULTIPLE JOINTS I
806,MR/AS
807,Mucopurulent Discharge
808,Multiple boils
809,Multiple boils- Lower limbs
810,Mumps
811,Muscle cramps
812,MUSCLE PAIN
813,Muscle Weakness
814,Myalgia
815,Mydriasis 
816,Myosis
817,Nasal congestion
819,Nausea 
821,neck pain and tinnutus
822,Neuropathy
823,NO COMORBIDITIES CVS RS NAD LAB ECG WNL
824,No Complaints
825,No Complaints for follow up
826,no cough or fever
827,"No difficulty hearing, no tinitus, no tingling"
828,"no numbness, no frightning dreams, sleep ok"
829,No Reports
830,Nocturia
831,NOCTURNAL HYPOGLYCEMIA
832,Nodule
833,NON DM NON HTN
834,non functional kidney left
835,NON HEALING WOUND
836,Non-Compliant ( Diet/Exercise )
837,Nosebleed
838,NOT ON ANY MEDICATIONS AT PRESENT
840,Numbness and burning sensation in lower limb
841,Numbness in toes
842,numbness over left side of face
843,Nystagmus 
844,OA
845,obesity
846,Obstructive uropathy
847,OCD
848,Odynophagia 
849,Off Breast-feeding
850,Off medications
851,OPERATED CA
852,Oral Ulcer
853,orthostatic hypotension
854,OSA
855,OSTEOARTHRITIS
856,OVER THINKING
857,P falciparum  malaria
858,PACEMAKER INSERTION
859,pail- whole body
860,pain and swelling in right lower limb
861,pain at the axiallary region
862,Pain In Ankle Or Foot
863,pain in arms
864,PAIN IN EYE
865,Pain in fingers
866,pain in interscapular region
867,pain in jaw on opening mouth
868,Pain in Neck
869,pain in perianal region
870,PAIN IN RIGHT BELOW
871,pain in right temporomandibular joint
872,PAIN IN UPPER ABD  RETROSTERNAL PAIN SINCE 7 DAYS INSOMNIA
873,Pain In Upper Arm Or Elbow
874,Pain In Upper Leg Or Hip
875,Pain In Upper Leg Or Knee
877,Pain left foot
878,pain on swallowing
879,Painfu; defecation
880,Painful gynecomastia
881,painful micturition
882,Painful vesicular lesions in right supramammary region
883,Palpitations 
884,Pancreatitis
885,Paralysis 
886,Paranoia 
887,Paraplegia
888,Paresthesia 
889,Parkinson’s Disease
890,Paronychia
891,Past history kochs
892,Patient Not Seen
893,Pedal Edema
894,Pelvic Pain
895,PER RECTAL PAIN
896,perianal itching
897,Pericarditis
898,PERICARIAL EFFUSSION
899,perioral tingling
900,Peripheral neuropathy
901,Phobia 
902,PILES
903,Pilonidal Sinus
904,plan for ear surgery (left)
905,plan for left leg sx
906,Plan for Superficial Parotidectomy
907,plan for sx left leg
1034,STUFFINESS OF NOSE
908,plans for bilateral eye cataract surgery
909,plans for laparoscopic cholecystectomy for GBcalculus
910,Plans for left tympanoplasty
911,Plans for retinal detachment in myopia right eye
912,plantar fascitis
913,Please admit under Dr Saraf
914,Pleurisy
915,Pleuritis
916,PNB
917,Pneumonia
918,POLYDYPSIA
919,POLYPHAGIA
920,POLYURIA
921,poor urinary stream
922,positional vertigo
923,POST CABG DAY 10
924,Post Discharge Follow-up
925,Post Sx
926,Pregnancy :
927,Pricking sensation of feet
928,Proctalgia Fugax
929,Prosopagnosia
930,Prostatic symptoms
931,pt not seen
932,PUO
933,PUO..LARGE VESSEL VASCULITIS
934,RANDOM HGT : 223mg/dl
935,Rash 
936,RASHES OVER BODY
937,"RASHES, BOILS, CUTS OVER UROGENITAL AREA"
938,Reactive arthritis
939,Recent AFI
940,recent CCF
941,Recently Detected DM
942,Rectal Pain
943,Recurrent abdominal pain
944,recurrent boils on face followed by abdominal wall
946,Recurrent UTI
947,Red spots on both legs
948,RED SPOTS ON HANDS AND LEGS
949,RED SPOTS ON LEGS
950,Redness
951,redness at tip of tongue
952,Redness of both feet
953,Redness of eyes
954,Refusing
955,Refusing Insulin
956,Renal Calculi
957,Renal Ureteric Calculi
959,restlessness palpitation
960,Retro Positive on ART for Routine follow up
961,Retropositive on ART
962,retrosternal pain
964,Rheumatoid Arthritis RA
965,Right Bundle Branch Block RBBB
966,RIGHT EAR PAIN
967,right elbow painless swelling
968,RIGHT EYE SWELLING.
969,Right foot pain
970,Right gluteal region boil
971,right hand fracture
972,"Right hemicranial headache, Migraine"
973,Right Hemiparesis
974,Right Hemiplegia
975,Right Inguinal Hernia
976,RIGHT INGUINAL REGION PAIN
977,Right knee joint pain
978,Right LL filariasis
980,RIGHT NECK PAIN.
981,right ring finger cyst
982,right scapular region pain
983,RIGHT SIDE CHEST PAIN.
984,right sided chest pain
985,right supraclavicular pricking pain
986,Right T M joint pain and swelling
987,Right upper abdominal pain since 4 months
988,right upper limb swelling and pain on movement
989,Ring worm infection
990,Routine Check-up
991,ROUTINE CHECKUP
992,Rowells syndrome
993,RT SHOULDER
994,rt side chest pain
995,RT. CERVICAL SWELLING
996,RTA
997,Running Nose
998,Scar epilepsy
999,Sciatica 
1000,SDH
1001,Seen in Casualty
1002,Self-Injury
1003,semisolid stools
1004,septic arthritis
1005,SEROPISITIVE
1006,SEROPOSITIVE
1007,severe neck pain
1008,shingles (herpes zoster infection)
1009,Shivering / Shaking
1010,Shortness Of Breath
1011,Shoulder Pain
1012,SIADH
1013,Sinusitis
1014,SKIN DISCOLORATION ON LEG
1015,skin dryness
1016,skin infection
1017,SKIN PEELS IN AND BETWEEN TOES
1018,SKIN PEELS IN TOES
1019,Skin rash
1020,SMALL PALPABLE NODULES PRESENT IN LEFT HAND
1021,Somnolence  Or Sleepiness Or Drowsiness
1022,SPOTS IN EYES
1023,Sputum 
1024,Staphylococcus aureus Carrier State SACS
1025,Status post AVR
1026,Steatorrhea 
1027,sticky stool
1028,Stiffness
1029,STIFFNESS IN CHEST
1030,stiffness in neck on left side
1031,stiffnessof muscles
1032,Stomachache
1033,Stress
7590,No cough
1035,Stye left eye
1036,Suicidal Ideation
1037,Surgery for umbilical hernia
1038,Sweating 
1039,Swelling
1040,swelling and pain in lower back
1041,SWELLING LEFT PERIORBITAL REGION
1042,swelling of eyes
1043,swelling of face
1044,Swelling of feet
1045,SWELLING OF HANDS  AND FEET
1046,SWELLING ON PENILE REGION
1047,swelling over left scapular region
1049,Tachycardia
1050,Tachypnea 
1051,TELE-CONSULTATION
1052,TELECONSULTATION
1053,TENDONITIS
1054,tethered cord since birth
1055,Thal minor
1056,Thigh pain
1058,throat pain  2 days   mild cough 2 day
1059,THROMBOCYTOPENIA
1060,Tic 
1061,tingling
1062,TINGLING / BURING / NUMBNESS OF BOTH FEET
1063,TINGLING / BURING / NUMBNESS OF LEFT FEET
1064,TINGLING / BURING / NUMBNESS OF RIGHT FEET
1065,Tingling / numbness upper limb
1066,Tingling in legs
1067,TINGLING NUMBNESS IN RIGHT HAND AND LEG
1068,tingling sensation in back neurogenic
1069,tingling sensation in hands
1070,TINGLING SENSATION IN LEG
1071,tingling sensation on back of shoulder
1072,TINGLING SENSATION ON FINGERS
1073,Tinnitus 
1075,TM joint arthralgia
1076,TM JOINT PAIN
1077,Toe pain
1078,tooth treatment
1079,Toothache
1080,Transient Ischaemic Attack TIA
1081,TRAUMA OCCIPITAL REGION
1082,TRAUMA TO LEFT LEG
1083,TRAUMA TO RIGHT FOREARM
1084,Tremor 
1085,Trigger finger
1086,TSH -18.2
1087,tsh 138 symptomatically better
1088,tsh 7
1089,Tuberculosis Koch’s TB
1090,TYPE I DIABETES MELLITUS
1091,Typhoid
1092,UNCONTROLLED SUGARS
1093,UNCONTROLLED URINATION
1096,Upper Respiratory Infection URI
1097,urgency of urination
1098,urinary frequency
1099,Urinary tract infection
